  Rk, Player,Nation,Pos,Squad,Age,Born,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Matches
1,Levi Aalders,nl NED,GK,Alemannia Aachen,15,2001,10,10,900,10,0,,,0,0,0,0,0,0,,,0,,Matches
2,Amir Abdijanovic,at AUT,FW,Wolfsburg,16,2001,19,19,1532,17,10,,,10,0,0,4,0,0.59,,,0.59,,Matches
3,Magnus Abels,de GER,"MF,DF",Unterrath U17,16,2001,11,11,890,9.9,0,,,0,0,0,0,0,0,,,0,,Matches
4,Jeremy Aboagye,de GER,DF,Dortmund,16,2001,2,1,104,1.2,0,,,0,0,0,0,0,0,,,0,,Matches
5,Muhammed AcikgÃ¶z,de GER,MF,PreuÃen MÃ¼nster,16,2001,1,0,16,0.2,0,,,0,0,0,0,0,0,,,0,,Matches
6,Daniel Adamczyk,de GER,GK,KÃ¶ln,15,2002,23,23,2070,23,0,,,0,0,0,1,0,0,,,0,,Matches
7,Maximilian Adamski,de GER,MF,Bochum,15,2002,1,0,21,0.2,0,,,0,0,0,0,0,0,,,0,,Matches
8,Karim Adeyemi,de GER,"FW,MF",Unterhaching,15,2002,15,15,1274,14.2,15,,,13,2,2,4,0,1.06,,,0.92,,Matches
9,Ryan Adigo,bj BEN,FW,Gladbach,16,2001,25,23,1815,20.2,8,,,8,0,0,0,0,0.4,,,0.4,,Matches
10,Mert Aflaz,de GER,DF,MSV Duisburg,16,2001,16,10,894,9.9,0,,,0,0,0,0,0,0,,,0,,Matches
11,Miran Agirbas,de GER,DF,Viktoria KÃ¶ln,16,2001,19,16,1437,16,3,,,3,0,0,6,2,0.19,,,0.19,,Matches
12,Stephen Agyemang Osei,,"MF,FW",EimsbÃ¼ttel U17,,,15,5,734,8.2,1,,,1,0,0,0,0,0.12,,,0.12,,Matches
13,Timo Ahrens,de GER,GK,Werder Bremen,16,2001,24,24,2087,23.2,0,,,0,0,0,0,0,0,,,0,,Matches
14,Antonis Aidonis,de GER,DF,Hoffenheim,16,2001,24,24,2160,24,2,,,1,1,1,6,0,0.08,,,0.04,,Matches
15,Selim Ajkic,de GER,FW,Holstein Kiel,16,2001,24,12,1209,13.4,3,,,3,0,0,0,0,0.22,,,0.22,,Matches
16,Erkan Akalp,de GER,"DF,MF",KÃ¶ln,16,2001,18,15,1332,14.8,1,,,1,0,0,1,0,0.07,,,0.07,,Matches
17,Akin Akar,de GER,GK,Karlsruher,16,2001,3,2,175,1.9,0,,,0,0,0,0,0,0,,,0,,Matches
18,Tayi Akbay,de GER,FW,Alemannia Aachen,16,2001,3,2,147,1.6,0,,,0,0,0,0,0,0,,,0,,Matches
19,Ensar Aksakal,de GER,MF,Union Berlin,15,2001,18,16,1414,15.7,3,,,3,0,0,0,0,0.19,,,0.19,,Matches
20,Julian Albrecht,de GER,MF,Hertha BSC,15,2001,13,10,814,9,1,,,0,1,1,2,1,0.11,,,0,,Matches
21,Faride Alidou,de GER,FW,Hamburger SV,16,2001,11,7,666,7.4,7,,,7,0,0,3,0,0.95,,,0.95,,Matches
22,Leutrim Alimusaj,xk KVX,DF,Schalke 04,15,2002,2,1,113,1.3,0,,,0,0,0,0,0,0,,,0,,Matches
23,Aaron Allenberg,de GER,DF,Alemannia Aachen,15,2001,8,4,403,4.5,0,,,0,0,0,0,0,0,,,0,,Matches
24,Bastian Allgeier,de GER,"MF,FW",Karlsruher,15,2002,5,4,398,4.4,0,,,0,0,0,0,0,0,,,0,,Matches
25,Charalampos Amanatidis,gr GRE,FW,Viktoria KÃ¶ln,15,2001,10,6,385,4.3,2,,,2,0,0,1,0,0.47,,,0.47,,Matches
26,Kossivi AmÃ©dÃ©djisso,tg TOG,MF,RB Leipzig,15,2001,13,3,470,5.2,4,,,4,0,0,1,0,0.77,,,0.77,,Matches
27,Kodjo Amesse,de GER,FW,St Pauli,16,2001,26,4,887,9.9,1,,,1,0,0,1,0,0.1,,,0.1,,Matches
28,Jetmir Ameti,de GER,MF,Hertha BSC,15,2002,11,1,408,4.5,0,,,0,0,0,0,0,0,,,0,,Matches
29,Jordan Amissah,gh GHA,GK,Dortmund,15,2001,1,1,90,1,0,,,0,0,0,0,0,0,,,0,,Matches
30,Hans Anapak,de GER,"MF,FW",Leverkusen,16,2001,26,24,1965,21.8,7,,,3,4,4,0,0,0.32,,,0.14,,Matches
31,Oussama Anhari,de GER,MF,Schalke 04,16,2001,2,0,49,0.5,0,,,0,0,0,0,1,0,,,0,,Matches
32,Oussama Anhari,de GER,MF,MSV Duisburg,16,2001,11,9,722,8,3,,,3,0,0,1,0,0.37,,,0.37,,Matches
33,Jacob Anton Jansen,de GER,FW,KÃ¶ln,15,2002,1,1,13,0.1,0,,,0,0,0,0,0,0,,,0,,Matches
34,Maximilian Arndt,de GER,MF,Alemannia Aachen,16,2001,20,16,1502,16.7,0,,,0,0,0,4,0,0,,,0,,Matches
35,Niklas Arnold,de GER,"DF,MF",Unterrath U17,15,2001,19,16,1461,16.2,0,,,0,0,0,0,0,0,,,0,,Matches
36,Furkan Artar,de GER,DF,DÃ¼sseldorf,16,2001,17,14,1398,15.5,0,,,0,0,0,0,0,0,,,0,,Matches
37,Marvin Arthofer,de GER,DF,RB Leipzig,16,2001,4,3,293,3.3,0,,,0,0,0,0,0,0,,,0,,Matches
38,Benedict Asam,de GER,"MF,DF",Freiburg,16,2001,11,10,826,9.2,1,,,1,0,0,0,0,0.11,,,0.11,,Matches
39,Clinton Asare,de GER,"FW,MF",Bochum,15,2001,23,15,1463,16.3,3,,,3,0,0,6,0,0.18,,,0.18,,Matches
40,Japhafter Asare,de GER,MF,Hamburger SV,16,2001,18,1,549,6.1,2,,,2,0,0,1,0,0.33,,,0.33,,Matches
41,Paolo Asaro,de GER,DF,EimsbÃ¼ttel U17,16,2001,13,12,991,11,2,,,2,0,0,1,0,0.18,,,0.18,,Matches
42,Ayoub Asrihi,de GER,"FW,MF",Schalke 04,16,2001,21,10,980,10.9,3,,,2,1,1,0,0,0.28,,,0.18,,Matches
43,Simon Asta,de GER,"DF,MF",Augsburg,16,2001,22,22,1960,21.8,1,,,1,0,0,2,1,0.05,,,0.05,,Matches
44,Umut Ataykaya,de GER,"MF,FW",St Pauli,15,2001,26,25,1934,21.5,9,,,9,0,0,4,0,0.42,,,0.42,,Matches
45,Cern Ates,tr TUR,"DF,MF",PreuÃen MÃ¼nster,16,2001,21,9,1108,12.3,0,,,0,0,0,0,0,0,,,0,,Matches
46,Mert Ates,de GER,FW,Werder Bremen,15,2001,16,4,517,5.7,2,,,2,0,0,0,0,0.35,,,0.35,,Matches
47,Dildar Atmaca,de GER,FW,Arminia,14,2002,1,0,34,0.4,0,,,0,0,0,0,0,0,,,0,,Matches
48,Selim Atmaca,de GER,MF,Hombrucher U17,16,2001,19,15,1493,16.6,0,,,0,0,0,2,0,0,,,0,,Matches
49,Noah Atubolu,de GER,GK,Freiburg,15,2002,14,14,1260,14,0,,,0,0,0,0,0,0,,,0,,Matches
50,Valmir Avdulli,de GER,MF,Hannover 96,16,2001,22,8,992,11,0,,,0,0,0,0,0,0,,,0,,Matches
51,Rais Awell,et ETH,MF,Freiburg,16,2001,15,7,831,9.2,3,,,2,1,1,4,0,0.32,,,0.22,,Matches
52,Erkan Aydin,de GER,DF,Arminia,16,2001,23,22,1871,20.8,1,,,1,0,0,8,1,0.05,,,0.05,,Matches
53,Mehmet Aydin,de GER,"FW,MF",Schalke 04,15,2002,23,19,1434,15.9,2,,,1,1,1,5,0,0.13,,,0.06,,Matches
54,Ãmer Aydin,,FW,Unterrath U17,,,6,0,187,2.1,0,,,0,0,0,1,0,0,,,0,,Matches
55,Edward Ayertey,de GER,DF,DÃ¼sseldorf,16,2001,13,11,990,11,0,,,0,0,0,0,0,0,,,0,,Matches
56,Oguzhan Ayhan,de GER,DF,Bochum,16,2001,21,19,1732,19.2,0,,,0,0,0,6,0,0,,,0,,Matches
57,Lukas Ayyildiz,de GER,MF,Arminia,15,2001,18,11,1019,11.3,4,,,4,0,0,0,0,0.35,,,0.35,,Matches
58,Ayman Azhil,ma MAR,MF,Leverkusen,16,2001,25,25,2233,24.8,0,,,0,0,0,4,0,0,,,0,,Matches
59,Edmund Baafi,de GER,DF,EimsbÃ¼ttel U17,15,2001,17,15,1414,15.7,0,,,0,0,0,1,0,0,,,0,,Matches
60,Yannick Babo,de GER,DF,DÃ¼sseldorf,15,2001,22,20,1805,20.1,0,,,0,0,0,1,0,0,,,0,,Matches
61,Farid BaÄevac,ba BIH,"MF,DF",KÃ¶ln,16,2001,23,8,947,10.5,0,,,0,0,0,2,0,0,,,0,,Matches
62,Jan Bachmann,de GER,"DF,MF",Schalke 04,16,2001,25,25,2104,23.4,0,,,0,0,0,3,1,0,,,0,,Matches
63,Leon Bachmann,de GER,MF,Schalke 04,16,2001,13,6,694,7.7,0,,,0,0,0,0,0,0,,,0,,Matches
64,Denil BadÅ¾ak,ba BIH,MF,Augsburg,16,2001,3,1,121,1.3,1,,,1,0,0,0,0,0.74,,,0.74,,Matches
65,Mehmet BaÄcÄ±,de GER,"MF,DF",Kaiserslautern,15,2001,12,5,472,5.2,0,,,0,0,0,2,1,0,,,0,,Matches
66,Noah Bagdat,de GER,"MF,FW",PreuÃen MÃ¼nster,16,2001,23,10,1155,12.8,2,,,2,0,0,0,0,0.16,,,0.16,,Matches
67,Moritz Bahlburg,de GER,DF,Arminia,16,2001,1,0,25,0.3,0,,,0,0,0,0,0,0,,,0,,Matches
68,Maxim Bairamov,md MDA,FW,Arminia,16,2001,21,14,1221,13.6,4,,,4,0,0,2,0,0.29,,,0.29,,Matches
69,Midhat BajriÄ,ng NGA,"DF,MF",NÃ¼rnberg,15,2001,18,18,1534,17,0,,,0,0,0,1,0,0,,,0,,Matches
70,Mohamed El Bakali,de GER,FW,Gladbach,16,2001,15,4,722,8,7,,,5,2,2,1,0,0.87,,,0.62,,Matches
71,Ramazan Bakici,tr TUR,MF,Kaiserslautern,16,2001,11,0,246,2.7,0,,,0,0,0,0,0,0,,,0,,Matches
72,Alaa Bakir,jo JOR,"FW,MF",Dortmund,16,2001,20,17,1546,17.2,14,,,12,2,2,3,0,0.82,,,0.7,,Matches
73,HÃ¼seyin BakÄ±rsu,tr TUR,"FW,MF",Eintracht Frankfurt,15,2002,6,3,313,3.5,0,,,0,0,0,0,0,0,,,0,,Matches
74,Sidnei Balde Djalo,de GER,"FW,MF",Wolfsburg,15,2001,21,11,1115,12.4,1,,,1,0,0,2,0,0.08,,,0.08,,Matches
75,Oualid Bali,de GER,"MF,DF",MSV Duisburg,16,2001,9,4,356,4,0,,,0,0,0,0,0,0,,,0,,Matches
76,Oualid Bali,de GER,"MF,DF",Viktoria KÃ¶ln,16,2001,10,8,717,8,0,,,0,0,0,1,0,0,,,0,,Matches
77,Thierno Ballo,at AUT,FW,Viktoria KÃ¶ln,15,2002,10,6,618,6.9,1,,,1,0,1,0,0,0.15,,,0.15,,Matches
78,Inan Barbaros,be BEL,MF,Schalke 04,14,2002,5,1,151,1.7,0,,,0,0,0,0,0,0,,,0,,Matches
79,Ruben Bardehle,,MF,Holstein Kiel,,,2,0,70,0.8,0,,,0,0,0,0,0,0,,,0,,Matches
80,Colin Barner,de GER,"MF,FW",Stuttgarter Kickers,16,2001,11,9,691,7.7,3,,,3,0,0,4,0,0.39,,,0.39,,Matches
81,Joselpho Barnes,gh GHA,"FW,MF",Schalke 04,15,2001,21,11,1319,14.7,0,,,0,0,0,2,0,0,,,0,,Matches
82,Bilal Baroudi,de GER,DF,Stuttgarter Kickers,16,2001,1,0,16,0.2,0,,,0,0,0,0,0,0,,,0,,Matches
83,Erik BaÅ¡ista,sk SVK,"MF,FW",NÃ¼rnberg,15,2001,13,10,857,9.5,2,,,2,0,0,0,0,0.21,,,0.21,,Matches
84,Noussayr Batbout,ch SUI,MF,BTSV,16,2001,9,5,445,4.9,0,,,0,0,0,0,0,0,,,0,,Matches
85,Leon Bath,de GER,"MF,DF",EimsbÃ¼ttel U17,16,2001,21,18,1670,18.6,0,,,0,0,0,4,0,0,,,0,,Matches
86,Oliver Batista-Meier,de GER,"MF,FW",Bayern Munich,16,2001,14,14,1210,13.4,20,,,19,1,1,0,0,1.49,,,1.41,,Matches
87,Willi BÃ¤tz,de GER,DF,Energie Cottbus,15,2001,19,14,1352,15,0,,,0,0,0,5,0,0,,,0,,Matches
88,Maximilian Bauer,,FW,Unterhaching,,,1,0,21,0.2,0,,,0,0,0,0,0,0,,,0,,Matches
89,Jonas Baum,de GER,"MF,FW",Dresden,16,2001,16,11,1010,11.2,1,,,1,0,0,0,0,0.09,,,0.09,,Matches
90,Onurcan Baysal,tr TUR,"FW,MF",Unterrath U17,15,2001,22,6,927,10.3,4,,,4,0,0,0,0,0.39,,,0.39,,Matches
91,Elias Beck,de GER,FW,Hannover 96,15,2001,24,24,1717,19.1,4,,,4,0,0,0,0,0.21,,,0.21,,Matches
92,Jonas Beckers,de GER,DF,Alemannia Aachen,15,2002,5,5,411,4.6,0,,,0,0,0,0,0,0,,,0,,Matches
93,Maximilian Beier,de GER,"MF,FW",Energie Cottbus,14,2002,4,3,286,3.2,2,,,2,0,0,0,0,0.63,,,0.63,,Matches
94,PÃ©ter Beke,hu HUN,FW,Hamburger SV,16,2001,24,21,1679,18.7,11,,,11,0,0,3,1,0.59,,,0.59,,Matches
95,Daouda Beleme,bf BFA,FW,EimsbÃ¼ttel U17,16,2001,20,8,864,9.6,2,,,2,0,0,0,0,0.21,,,0.21,,Matches
96,Maxence Bell Bell,de GER,"FW,MF",Eintracht Frankfurt,16,2001,18,9,875,9.7,4,,,4,0,0,0,0,0.41,,,0.41,,Matches
97,Armel Bella Kotchap,de GER,DF,Bochum,15,2001,24,22,2043,22.7,1,,,1,0,0,4,0,0.04,,,0.04,,Matches
98,Noel Ben Arfaoui,de GER,FW,Viktoria KÃ¶ln,15,2001,24,15,1471,16.3,4,,,3,1,1,2,0,0.24,,,0.18,,Matches
99,Niklas Benkeser,de GER,"MF,DF",Stuttgarter Kickers,16,2001,21,20,1850,20.6,1,,,1,0,0,1,0,0.05,,,0.05,,Matches
100,Enes Benli,de GER,"DF,MF",EimsbÃ¼ttel U17,16,2001,6,4,229,2.5,0,,,0,0,0,0,0,0,,,0,,Matches
101,Nick Bennmann,de GER,DF,MSV Duisburg,16,2001,22,19,1789,19.9,0,,,0,0,0,3,0,0,,,0,,Matches
102,Paul Berger,de GER,MF,Energie Cottbus,16,2001,6,2,174,1.9,2,,,1,1,1,0,0,1.03,,,0.52,,Matches
103,Tom Berger,de GER,"MF,FW",Wolfsburg,16,2001,15,12,1041,11.6,2,,,1,1,1,0,0,0.17,,,0.09,,Matches
104,Cedric Bergmann,de GER,DF,DÃ¼sseldorf,16,2001,18,13,1151,12.8,0,,,0,0,0,4,0,0,,,0,,Matches
105,Arian Berisha,xk KVX,"MF,DF",Dortmund,16,2001,12,6,541,6,0,,,0,0,0,0,0,0,,,0,,Matches
106,Lucas Berisha,,GK,Hombrucher U17,,,3,3,270,3,0,,,0,0,0,0,0,0,,,0,,Matches
107,Loris Bernardy,lu LUX,DF,Elversberg,16,2001,21,21,1835,20.4,0,,,0,0,0,1,0,0,,,0,,Matches
108,Dustin Berndt,de GER,"DF,MF",KÃ¶ln,16,2001,16,4,622,6.9,0,,,0,0,0,1,0,0,,,0,,Matches
109,Christian Bernhard,de GER,DF,Hombrucher U17,16,2001,25,25,2250,25,0,,,0,0,0,0,0,0,,,0,,Matches
110,Luca Bernoth,de GER,MF,DÃ¼sseldorf,16,2001,21,14,1319,14.7,1,,,1,0,0,0,0,0.07,,,0.07,,Matches
111,Dario Biancardi,de GER,MF,Hombrucher U17,15,2001,19,17,1418,15.8,1,,,1,0,0,1,0,0.06,,,0.06,,Matches
112,Oliver Bias,ph PHI,MF,RB Leipzig,16,2001,20,17,1407,15.6,4,,,4,0,0,3,0,0.26,,,0.26,,Matches
113,Mads Bidstrup,dk DEN,MF,RB Leipzig,16,2001,1,0,30,0.3,0,,,0,0,0,0,0,0,,,0,,Matches
114,Serhat Bilgic,de GER,"MF,DF",Viktoria KÃ¶ln,16,2001,25,14,1477,16.4,3,,,3,0,0,0,0,0.18,,,0.18,,Matches
115,Enes Bilgin,tr TUR,"FW,MF",Bochum,16,2001,23,22,1856,20.6,8,,,8,0,0,4,0,0.39,,,0.39,,Matches
116,Robin Bird,de GER,"MF,FW",Viktoria KÃ¶ln,15,2001,19,11,889,9.9,0,,,0,0,0,0,0,0,,,0,,Matches
117,Rene Biskup,de GER,FW,Schalke 04,16,2001,26,26,2084,23.2,21,,,17,4,4,4,0,0.91,,,0.73,,Matches
118,Lennard Blits,de GER,FW,MSV Duisburg,16,2001,23,22,1950,21.7,1,,,1,0,0,6,1,0.05,,,0.05,,Matches
119,Jakes Boakye,de GER,"MF,FW",NÃ¼rnberg,16,2001,18,4,663,7.4,1,,,1,0,0,0,0,0.14,,,0.14,,Matches
120,Lukas BÃ¶hm,de GER,GK,Dresden,15,2002,2,2,180,2,0,,,0,0,0,1,0,0,,,0,,Matches
121,Jordi Bongard,de GER,DF,Gladbach,15,2001,24,23,2058,22.9,5,,,2,3,3,3,0,0.22,,,0.09,,Matches
122,Phinees Bonianga,de GER,"MF,FW",Mainz 05,15,2001,22,16,1482,16.5,7,,,6,1,1,1,0,0.43,,,0.36,,Matches
123,Alessandro Bonvino,de GER,DF,Unterrath U17,15,2001,1,1,45,0.5,0,,,0,0,0,0,0,0,,,0,,Matches
124,SÃ¶ren Borchert,de GER,"FW,MF",Arminia,15,2001,14,3,459,5.1,2,,,2,0,0,0,0,0.39,,,0.39,,Matches
125,Lenny Borges,de GER,DF,Hamburger SV,16,2001,23,22,1820,20.2,6,,,4,2,2,0,0,0.3,,,0.2,,Matches
126,Dennis Borkowski,de GER,MF,RB Leipzig,15,2002,18,10,996,11.1,5,,,5,0,0,5,0,0.45,,,0.45,,Matches
127,Timo Bosselmann,de GER,"FW,DF",Kaiserslautern,15,2002,3,2,128,1.4,0,,,0,0,0,0,0,0,,,0,,Matches
128,Daniel BÃ¶ttcher,de GER,FW,RB Leipzig,16,2001,13,11,776,8.6,5,,,5,0,0,1,0,0.58,,,0.58,,Matches
129,Benedikt Bottenschein,de GER,DF,Augsburg,16,2001,12,3,570,6.3,1,,,1,0,0,3,0,0.16,,,0.16,,Matches
130,Can Bozdogan,de GER,MF,KÃ¶ln,16,2001,21,21,1746,19.4,7,,,7,0,0,2,0,0.36,,,0.36,,Matches
131,Felix Brand,de GER,DF,Mainz 05,16,2001,11,7,720,8,0,,,0,0,0,1,0,0,,,0,,Matches
132,Valentin Brandis,de GER,MF,Hamburger SV,16,2001,21,15,1280,14.2,1,,,1,0,0,7,0,0.07,,,0.07,,Matches
133,Irfan Brando,de GER,MF,Union Berlin,16,2001,9,1,346,3.8,3,,,2,1,1,0,0,0.78,,,0.52,,Matches
134,Max Brandt,de GER,MF,Wolfsburg,16,2001,24,22,1810,20.1,3,,,2,1,1,5,0,0.15,,,0.1,,Matches
135,Luca Braun,de GER,DF,Karlsruher,16,2001,26,25,2263,25.1,2,,,2,0,0,2,0,0.08,,,0.08,,Matches
136,Tim Breithaupt,de GER,MF,Karlsruher,15,2002,1,1,66,0.7,0,,,0,0,0,0,0,0,,,0,,Matches
137,Marco Bresser,de GER,DF,Kaiserslautern,16,2001,15,15,1254,13.9,0,,,0,0,0,5,0,0,,,0,,Matches
138,Tom Breuers,de GER,GK,PreuÃen MÃ¼nster,16,2001,22,22,1980,22,0,,,0,0,0,0,0,0,,,0,,Matches
139,Nico Bronsle Siya,de GER,DF,Arminia,15,2001,5,0,95,1.1,0,,,0,0,0,0,0,0,,,0,,Matches
140,Yannick Brugger,de GER,DF,Bayern Munich,16,2001,26,26,2255,25.1,4,,,4,0,0,3,0,0.16,,,0.16,,Matches
141,Benedikt Buchholz,,FW,Hombrucher U17,,,1,0,33,0.4,0,,,0,0,0,0,0,0,,,0,,Matches
142,Jonas BÃ¼chte,de GER,MF,DÃ¼sseldorf,16,2001,22,21,1744,19.4,1,,,1,0,0,1,0,0.05,,,0.05,,Matches
143,Claudius BÃ¼hrer,de GER,"MF,FW",Freiburg,15,2001,14,13,1107,12.3,1,,,1,0,0,1,0,0.08,,,0.08,,Matches
144,Kevin Bukusu,de GER,DF,Leverkusen,16,2001,23,23,2022,22.5,1,,,1,0,0,0,0,0.04,,,0.04,,Matches
145,Luis BukvaÅ¡eviÄ,de GER,"FW,MF",DÃ¼sseldorf,15,2001,22,14,1248,13.9,1,,,1,0,0,1,0,0.07,,,0.07,,Matches
146,Seyit Bulut,de GER,"MF,DF",Hombrucher U17,16,2001,13,12,1018,11.3,0,,,0,0,0,1,0,0,,,0,,Matches
147,Tore-Niklas Burg,de GER,MF,Arminia,16,2001,5,3,264,2.9,0,,,0,0,0,1,0,0,,,0,,Matches
148,Julian Burkhardt,de GER,DF,Werder Bremen,16,2001,13,9,863,9.6,0,,,0,0,0,2,0,0,,,0,,Matches
149,Milan Burovac,de GER,MF,Viktoria KÃ¶ln,15,2001,26,24,2107,23.4,0,,,0,0,0,3,0,0,,,0,,Matches
150,Leon Busch,de GER,DF,Unterrath U17,16,2001,24,23,1961,21.8,0,,,0,0,0,1,0,0,,,0,,Matches
151,Til Busemann,de GER,DF,Schalke 04,16,2001,11,6,661,7.3,1,,,1,0,0,0,0,0.14,,,0.14,,Matches
152,Justin Butler,de GER,FW,Bayern Munich,16,2001,18,9,822,9.1,5,,,5,0,0,1,0,0.55,,,0.55,,Matches
153,Ivan Äabraja,de GER,"MF,FW",Stuttgart,16,2001,24,17,1686,18.7,2,,,2,0,0,4,0,0.11,,,0.11,,Matches
154,Abdulkerim Cakar,de GER,FW,Kaiserslautern,16,2001,17,15,1310,14.6,6,,,3,3,3,5,0,0.41,,,0.21,,Matches
155,Berkan Ãakir,de GER,MF,BTSV,16,2001,25,21,1773,19.7,3,,,3,0,0,4,0,0.15,,,0.15,,Matches
156,Furkan Cakmak,de GER,MF,Gladbach,15,2001,22,17,1630,18.1,1,,,1,0,0,3,1,0.06,,,0.06,,Matches
157,Kerim Calhanoglu,de GER,"FW,DF",Hoffenheim,14,2002,11,8,714,7.9,3,,,3,0,0,0,0,0.38,,,0.38,,Matches
158,Cihan Caliskan,de GER,"MF,DF",Gladbach,16,2001,17,11,794,8.8,0,,,0,0,0,1,0,0,,,0,,Matches
159,Dany Camilo Almeida,lu LUX,MF,Elversberg,16,2001,5,5,439,4.9,2,,,2,0,0,3,0,0.41,,,0.41,,Matches
160,Rafael Camprobin,de GER,FW,Dortmund,16,2001,12,4,526,5.8,5,,,5,0,0,1,0,0.86,,,0.86,,Matches
161,Emir Can Gencel,de GER,DF,Union Berlin,15,2001,21,21,1809,20.1,2,,,1,1,1,3,0,0.1,,,0.05,,Matches
162,Yasin Caner Atak,de GER,FW,Holstein Kiel,14,2003,1,1,40,0.4,0,,,0,0,0,0,0,0,,,0,,Matches
163,Erdem Canpolat,de GER,GK,Schalke 04,16,2001,10,10,900,10,0,,,0,0,0,1,0,0,,,0,,Matches
164,Paolo Carbone,de GER,MF,Stuttgarter Kickers,16,2001,12,9,854,9.5,0,,,0,0,0,2,0,0,,,0,,Matches
165,Fabian Cavadias,de GER,DF,Bayern Munich,15,2001,13,9,890,9.9,1,,,1,0,0,0,1,0.1,,,0.1,,Matches
166,Leon Äerkez,ba BIH,DF,Heidenheim,16,2001,10,10,857,9.5,0,,,0,0,0,1,0,0,,,0,,Matches
167,Sava Cestic,rs SRB,DF,Schalke 04,16,2001,15,13,1057,11.7,0,,,0,0,0,5,0,0,,,0,,Matches
168,Hamza Ãetinkaya,,DF,Stuttgart,16,2001,25,25,2194,24.4,3,,,3,0,0,4,0,0.12,,,0.12,,Matches
169,Dorian Äevis,de GER,FW,Augsburg,16,2001,10,9,810,9,4,,,3,1,1,1,0,0.44,,,0.33,,Matches
170,Dorian Äevis,de GER,MF,Stuttgarter Kickers,16,2001,13,13,1068,11.9,7,,,7,0,0,5,1,0.59,,,0.59,,Matches
171,Aymen Chahloul,de GER,MF,Kaiserslautern,15,2002,10,7,503,5.6,0,,,0,0,0,1,0,0,,,0,,Matches
172,Bilal Chaouki,de GER,MF,Unterrath U17,15,2001,3,1,101,1.1,0,,,0,0,0,0,0,0,,,0,,Matches
173,Antonio Chitu,de GER,FW,Elversberg,14,2002,3,1,164,1.8,0,,,0,0,0,2,0,0,,,0,,Matches
174,Dennis Chung,ph PHI,DF,Hertha BSC,16,2001,18,18,1351,15,1,,,1,0,0,4,0,0.07,,,0.07,,Matches
175,Yusuf Cicekdal,de GER,"MF,FW",MSV Duisburg,15,2002,18,9,943,10.5,0,,,0,0,0,5,0,0,,,0,,Matches
176,Ali Cirak,,DF,Arminia,16,2001,10,1,201,2.2,0,,,0,0,0,0,0,0,,,0,,Matches
177,Gianluca Cirillo,de GER,FW,DÃ¼sseldorf,15,2001,19,9,946,10.5,0,,,0,0,0,0,0,0,,,0,,Matches
178,Raoul CissÃ©,de GER,DF,Holstein Kiel,16,2001,21,21,1814,20.2,3,,,3,0,0,6,0,0.15,,,0.15,,Matches
179,Tim Civeja,se SWE,MF,Augsburg,15,2002,1,0,50,0.6,0,,,0,0,0,1,0,0,,,0,,Matches
180,Sefai Colak,de GER,FW,Arminia,16,2001,1,0,15,0.2,0,,,0,0,0,0,0,0,,,0,,Matches
181,Mattia Comisetti,it ITA,FW,Unterhaching,15,2002,3,1,74,0.8,0,,,0,0,0,0,0,0,,,0,,Matches
182,Jomaine Consbruch,de GER,MF,Arminia,15,2002,21,21,1666,18.5,3,,,3,0,0,0,1,0.16,,,0.16,,Matches
183,Tim Corsten,de GER,"DF,MF",Gladbach,16,2001,12,9,810,9,0,,,0,0,0,0,1,0,,,0,,Matches
184,Nikola Culum,de GER,"MF,FW",Alemannia Aachen,16,2001,23,15,1397,15.5,1,,,1,0,0,0,0,0.06,,,0.06,,Matches
185,Marvin Cuni,al ALB,FW,Bayern Munich,16,2001,21,12,1051,11.7,5,,,5,0,0,4,0,0.43,,,0.43,,Matches
186,Laurin Curda,de GER,DF,Hoffenheim,15,2001,23,22,1980,22,1,,,1,0,0,4,1,0.05,,,0.05,,Matches
187,Dennis Dahmen,de GER,DF,KÃ¶ln,14,2002,1,1,90,1,0,,,0,0,0,0,0,0,,,0,,Matches
188,Leon Dajaku,de GER,FW,Stuttgart,16,2001,21,18,1429,15.9,23,,,23,0,0,4,0,1.45,,,1.45,,Matches
189,Flavius Daniliuc,at AUT,DF,Bayern Munich,16,2001,10,8,783,8.7,0,,,0,0,0,1,0,0,,,0,,Matches
190,MÃ¡rton DÃ¡rdai,hu HUN,"MF,DF",Hertha BSC,15,2002,16,8,907,10.1,0,,,0,0,0,0,0,0,,,0,,Matches
191,Niklas Daunheimer,de GER,FW,MSV Duisburg,16,2001,10,2,336,3.7,0,,,0,0,0,0,0,0,,,0,,Matches
192,Bleart Dautaj,de GER,FW,Hoffenheim,16,2001,26,23,1967,21.9,18,,,15,3,3,1,0,0.82,,,0.69,,Matches
193,Amer DediÄ,ba BIH,"MF,DF",Augsburg,15,2002,10,8,641,7.1,0,,,0,0,0,1,0,0,,,0,,Matches
194,Muzaffer Degirnenci,de GER,MF,Wolfsburg,16,2001,16,0,438,4.9,0,,,0,0,0,0,0,0,,,0,,Matches
195,Laurenz Dehl,de GER,"MF,FW",Union Berlin,15,2001,7,7,493,5.5,3,,,1,2,2,1,1,0.55,,,0.18,,Matches
